SocialMediaUsageID,UserID,PlatformID,ActivityType,ActivityEngagement
108,18,1,News,35
109,19,3,Social,30
110,19,3,News,30
111,19,4,Social,83
112,19,4,Entertainment,74
113,19,5,Social,51
114,19,5,Create Content,8
115,19,5,E-commerce,24
116,20,2,Social,78
117,20,2,News,44
118,20,2,E-commerce,12
119,20,1,Entertainment,18
120,20,1,Create Content,20
121,20,1,News,42
122,20,3,Social,85
123,20,3,News,22
124,21,4,Social,66
125,21,4,Entertainment,25
126,21,5,Social,87
127,21,5,Create Content,39
128,21,5,E-commerce,16
129,21,6,Entertainment,68
130,21,6,Create Content,20
131,22,5,Social,72
132,22,5,Create Content,22
133,22,5,E-commerce,23
134,22,2,Social,36
135,22,2,News,43
136,22,2,E-commerce,2
137,22,6,Entertainment,19
138,22,6,Create Content,16
139,23,2,Social,66
140,23,2,News,14
141,23,2,E-commerce,3
142,23,1,Entertainment,54
143,23,1,Create Content,39
144,23,1,News,29
145,23,4,Social,91
146,23,4,Entertainment,28
147,24,5,Social,79
148,24,5,Create Content,31
149,24,5,E-commerce,3
150,24,3,Social,99
151,24,3,News,42
152,24,6,Entertainment,72
153,24,6,Create Content,37
154,25,1,Entertainment,38
155,25,1,Create Content,28
156,25,1,News,32
157,25,4,Social,89
158,25,4,Entertainment,68
159,26,5,Social,93
160,26,5,Create Content,8
161,26,5,E-commerce,11
162,26,4,Social,78
163,26,4,Entertainment,64
164,27,6,Entertainment,64
165,27,6,Create Content,39
166,27,4,Social,45
167,27,4,Entertainment,30
168,27,2,Social,38
169,27,2,News,39
170,27,2,E-commerce,24
171,28,4,Social,51
172,28,4,Entertainment,42
173,28,5,Social,43
174,28,5,Create Content,9
175,28,5,E-commerce,16
176,29,6,Entertainment,48
177,29,6,Create Content,31
178,29,4,Social,47
179,29,4,Entertainment,27
180,29,3,Social,63
181,29,3,News,23
182,30,6,Entertainment,24
183,30,6,Create Content,21
184,30,4,Social,72
185,30,4,Entertainment,48
186,31,4,Social,75
187,31,4,Entertainment,19
188,31,2,Social,69
189,31,2,News,46
190,31,2,E-commerce,19
191,31,3,Social,47
192,31,3,News,40
193,32,1,Entertainment,16
194,32,1,Create Content,7
195,32,1,News,10
196,32,4,Social,64
197,32,4,Entertainment,30
198,32,5,Social,88
199,32,5,Create Content,14
200,32,5,E-commerce,19
201,33,5,Social,54
202,33,5,Create Content,7
203,33,5,E-commerce,2
204,33,3,Social,86
205,33,3,News,18
206,34,5,Social,61
207,34,5,Create Content,7
208,34,5,E-commerce,6
209,34,3,Social,40
210,34,3,News,11
211,34,6,Entertainment,49
212,34,6,Create Content,29
213,35,3,Social,52
214,35,3,News,45
215,35,6,Entertainment,41
216,35,6,Create Content,32
217,35,2,Social,66
218,35,2,News,47
219,35,2,E-commerce,23
220,36,3,Social,73
221,36,3,News,49
222,36,2,Social,94
223,36,2,News,21
224,36,2,E-commerce,19
225,36,4,Social,67
226,36,4,Entertainment,42
227,37,6,Entertainment,65
228,37,6,Create Content,6
229,37,4,Social,73
230,37,4,Entertainment,37
231,37,5,Social,50
232,37,5,Create Content,37
233,37,5,E-commerce,11
234,38,5,Social,72
235,38,5,Create Content,18
236,38,5,E-commerce,21
237,38,3,Social,78
238,38,3,News,17
239,38,2,Social,28
240,38,2,News,26
241,38,2,E-commerce,2
242,39,2,Social,38
243,39,2,News,26
244,39,2,E-commerce,13
245,39,3,Social,28
246,39,3,News,21
247,39,6,Entertainment,30
248,39,6,Create Content,12
249,40,4,Social,94
250,40,4,Entertainment,37
251,40,5,Social,59
252,40,5,Create Content,34
253,40,5,E-commerce,22
254,40,6,Entertainment,47
255,40,6,Create Content,24
256,41,3,Social,86
257,41,3,News,18
258,41,2,Social,56
259,41,2,News,12
260,41,2,E-commerce,6
261,41,1,Entertainment,47
262,41,1,Create Content,7
263,41,1,News,14
264,42,4,Social,54
265,42,4,Entertainment,70
266,42,5,Social,49
267,42,5,Create Content,23
268,42,5,E-commerce,8
269,42,2,Social,39
270,42,2,News,11
271,42,2,E-commerce,11
272,43,1,Entertainment,73
273,43,1,Create Content,28
274,43,1,News,14
275,43,6,Entertainment,54
276,43,6,Create Content,11
277,44,5,Social,69
278,44,5,Create Content,26
279,44,5,E-commerce,19
280,44,3,Social,77
281,44,3,News,32
282,45,1,Entertainment,62
283,45,1,Create Content,15
284,45,1,News,34
285,45,5,Social,43
286,45,5,Create Content,31
287,45,5,E-commerce,12
288,45,3,Social,45
289,45,3,News,41
290,46,4,Social,45
291,46,4,Entertainment,54
292,46,6,Entertainment,66
293,46,6,Create Content,17
294,47,1,Entertainment,69
295,47,1,Create Content,23
296,47,1,News,45
297,47,5,Social,98
298,47,5,Create Content,31
299,47,5,E-commerce,11
300,47,6,Entertainment,48
301,47,6,Create Content,39
302,48,2,Social,43
303,48,2,News,14
304,48,2,E-commerce,11
305,48,4,Social,61
306,48,4,Entertainment,60
307,48,5,Social,93
308,48,5,Create Content,20
309,48,5,E-commerce,12
310,49,5,Social,38
311,49,5,Create Content,32
312,49,5,E-commerce,9
313,49,1,Entertainment,39
314,49,1,Create Content,12
315,49,1,News,32
316,50,2,Social,66
317,50,2,News,33
318,50,2,E-commerce,23
319,50,6,Entertainment,21
320,50,6,Create Content,23
321,50,5,Social,67
322,50,5,Create Content,25
323,50,5,E-commerce,5
324,51,4,Social,93
325,51,4,Entertainment,36
326,51,6,Entertainment,21
327,51,6,Create Content,32
328,51,1,Entertainment,42
329,51,1,Create Content,14
330,51,1,News,37
331,52,1,Entertainment,57
332,52,1,Create Content,23
333,52,1,News,18
334,52,5,Social,62
335,52,5,Create Content,38
336,52,5,E-commerce,3
337,52,2,Social,95
338,52,2,News,26
339,52,2,E-commerce,14
340,53,4,Social,69
341,53,4,Entertainment,68
342,53,2,Social,44
343,53,2,News,40
344,53,2,E-commerce,4
345,54,1,Entertainment,16
346,54,1,Create Content,7
347,54,1,News,42
348,54,2,Social,61
349,54,2,News,44
350,54,2,E-commerce,17
351,54,3,Social,89
352,54,3,News,22
353,55,4,Social,41
354,55,4,Entertainment,47
355,55,3,Social,44
356,55,3,News,22
357,56,4,Social,46
358,56,4,Entertainment,28
359,56,2,Social,92
360,56,2,News,11
361,56,2,E-commerce,4
362,56,1,Entertainment,66
363,56,1,Create Content,16
364,56,1,News,38
365,57,6,Entertainment,16
366,57,6,Create Content,30
367,57,4,Social,48
368,57,4,Entertainment,19
369,57,1,Entertainment,68
370,57,1,Create Content,11
371,57,1,News,34
372,58,6,Entertainment,67
373,58,6,Create Content,14
374,58,3,Social,74
375,58,3,News,42
376,59,3,Social,74
377,59,3,News,38
378,59,5,Social,91
379,59,5,Create Content,30
380,59,5,E-commerce,22
381,59,2,Social,55
382,59,2,News,30
383,59,2,E-commerce,10
384,60,1,Entertainment,58
385,60,1,Create Content,24
386,60,1,News,36
387,60,3,Social,32
388,60,3,News,36
389,61,1,Entertainment,52
390,61,1,Create Content,34
391,61,1,News,48
392,61,6,Entertainment,58
393,61,6,Create Content,7
394,62,4,Social,56
395,62,4,Entertainment,66
396,62,5,Social,72
397,62,5,Create Content,24
398,62,5,E-commerce,18
399,63,4,Social,63
400,63,4,Entertainment,28
401,63,2,Social,61
402,63,2,News,30
403,63,2,E-commerce,23
404,63,1,Entertainment,45
405,63,1,Create Content,36
406,63,1,News,49
407,64,2,Social,85
408,64,2,News,12
409,64,2,E-commerce,7
410,64,5,Social,31
411,64,5,Create Content,19
412,64,5,E-commerce,24
413,64,6,Entertainment,55
414,64,6,Create Content,11
415,65,4,Social,94
416,65,4,Entertainment,42
417,65,5,Social,50
418,65,5,Create Content,33
419,65,5,E-commerce,13
420,65,3,Social,31
421,65,3,News,14
422,66,2,Social,35
423,66,2,News,49
424,66,2,E-commerce,4
425,66,1,Entertainment,74
426,66,1,Create Content,25
427,66,1,News,42
428,66,5,Social,33
429,66,5,Create Content,30
430,66,5,E-commerce,6
431,67,5,Social,38
432,67,5,Create Content,12
433,67,5,E-commerce,22
434,67,2,Social,78
435,67,2,News,11
436,67,2,E-commerce,15
437,67,1,Entertainment,58
438,67,1,Create Content,12
439,67,1,News,11
440,68,5,Social,67
441,68,5,Create Content,30
442,68,5,E-commerce,19
443,68,2,Social,68
444,68,2,News,16
445,68,2,E-commerce,18
446,68,3,Social,32
447,68,3,News,49
448,69,6,Entertainment,74
449,69,6,Create Content,26
450,69,1,Entertainment,57
451,69,1,Create Content,17
452,69,1,News,36
453,70,4,Social,69
454,70,4,Entertainment,26
455,70,3,Social,67
456,70,3,News,11
457,71,6,Entertainment,35
458,71,6,Create Content,29
459,71,4,Social,28
460,71,4,Entertainment,56
461,72,4,Social,62
462,72,4,Entertainment,72
463,72,5,Social,30
464,72,5,Create Content,22
465,72,5,E-commerce,13
466,73,3,Social,50
467,73,3,News,47
468,73,1,Entertainment,24
469,73,1,Create Content,38
470,73,1,News,29
471,73,6,Entertainment,73
472,73,6,Create Content,17
473,74,3,Social,73
474,74,3,News,31
475,74,2,Social,95
476,74,2,News,30
477,74,2,E-commerce,24
478,74,1,Entertainment,53
479,74,1,Create Content,29
480,74,1,News,43
481,75,3,Social,74
482,75,3,News,13
483,75,4,Social,72
484,75,4,Entertainment,53
485,76,2,Social,79
486,76,2,News,12
487,76,2,E-commerce,18
488,76,6,Entertainment,24
489,76,6,Create Content,22
490,77,4,Social,96
491,77,4,Entertainment,21
492,77,2,Social,48
493,77,2,News,23
494,77,2,E-commerce,10
495,78,4,Social,95
496,78,4,Entertainment,22
497,78,2,Social,66
498,78,2,News,18
499,78,2,E-commerce,10
500,79,5,Social,96
501,79,5,Create Content,34
502,79,5,E-commerce,4
503,79,2,Social,49
504,79,2,News,41
505,79,2,E-commerce,7
506,80,5,Social,68
507,80,5,Create Content,35
508,80,5,E-commerce,21
509,80,6,Entertainment,36
510,80,6,Create Content,32
511,81,2,Social,45
512,81,2,News,35
513,81,2,E-commerce,24
514,81,6,Entertainment,39
515,81,6,Create Content,37
516,82,4,Social,52
517,82,4,Entertainment,18
518,82,3,Social,41
519,82,3,News,34
520,83,1,Entertainment,25
521,83,1,Create Content,34
522,83,1,News,11
523,83,6,Entertainment,28
524,83,6,Create Content,10
525,84,4,Social,99
526,84,4,Entertainment,26
527,84,2,Social,95
528,84,2,News,23
529,84,2,E-commerce,20
530,85,4,Social,38
531,85,4,Entertainment,59
532,85,5,Social,57
533,85,5,Create Content,33
534,85,5,E-commerce,7
535,86,5,Social,96
536,86,5,Create Content,22
537,86,5,E-commerce,20
538,86,4,Social,99
539,86,4,Entertainment,52
540,87,6,Entertainment,52
541,87,6,Create Content,14
542,87,1,Entertainment,64
543,87,1,Create Content,22
544,87,1,News,22
545,87,5,Social,89
546,87,5,Create Content,36
547,87,5,E-commerce,14
548,88,2,Social,61
549,88,2,News,20
550,88,2,E-commerce,24
551,88,4,Social,48
552,88,4,Entertainment,67
553,89,6,Entertainment,41
554,89,6,Create Content,30
555,89,4,Social,84
556,89,4,Entertainment,20
557,90,1,Entertainment,71
558,90,1,Create Content,15
559,90,1,News,40
560,90,5,Social,59
561,90,5,Create Content,11
562,90,5,E-commerce,20
563,90,4,Social,89
564,90,4,Entertainment,74
565,91,5,Social,64
566,91,5,Create Content,18
567,91,5,E-commerce,2
568,91,6,Entertainment,59
569,91,6,Create Content,21
570,92,5,Social,50
571,92,5,Create Content,13
572,92,5,E-commerce,16
573,92,1,Entertainment,43
574,92,1,Create Content,32
575,92,1,News,15
576,93,3,Social,51
577,93,3,News,42
578,93,6,Entertainment,37
579,93,6,Create Content,30
580,94,4,Social,56
581,94,4,Entertainment,22
582,94,2,Social,95
583,94,2,News,25
584,94,2,E-commerce,9
585,95,4,Social,42
586,95,4,Entertainment,62
587,95,1,Entertainment,40
588,95,1,Create Content,12
589,95,1,News,46
590,96,6,Entertainment,25
591,96,6,Create Content,21
592,96,2,Social,96
593,96,2,News,23
594,96,2,E-commerce,15
595,97,4,Social,76
596,97,4,Entertainment,66
597,97,2,Social,73
598,97,2,News,14
599,97,2,E-commerce,24
600,98,5,Social,56
601,98,5,Create Content,11
602,98,5,E-commerce,13
603,98,1,Entertainment,73
604,98,1,Create Content,29
605,98,1,News,11
606,99,5,Social,98
607,99,5,Create Content,36
608,99,5,E-commerce,2
609,99,1,Entertainment,69
610,99,1,Create Content,25
611,99,1,News,45
612,99,4,Social,30
613,99,4,Entertainment,26
614,100,2,Social,76
615,100,2,News,40
616,100,2,E-commerce,20
617,100,4,Social,31
618,100,4,Entertainment,20
619,100,3,Social,71
620,100,3,News,33
621,101,5,Social,46
622,101,5,Create Content,10
623,101,5,E-commerce,19
624,101,6,Entertainment,34
625,101,6,Create Content,38
626,102,3,Social,68
627,102,3,News,13
628,102,1,Entertainment,47
629,102,1,Create Content,13
630,102,1,News,31
631,103,3,Social,38
632,103,3,News,31
633,103,5,Social,52
634,103,5,Create Content,9
635,103,5,E-commerce,18
636,104,5,Social,29
637,104,5,Create Content,24
638,104,5,E-commerce,7
639,104,4,Social,32
640,104,4,Entertainment,71
641,105,4,Social,58
642,105,4,Entertainment,34
643,105,3,Social,98
644,105,3,News,46
645,106,5,Social,98
646,106,5,Create Content,26
647,106,5,E-commerce,13
648,106,4,Social,27
649,106,4,Entertainment,38
650,107,4,Social,26
651,107,4,Entertainment,50
652,107,1,Entertainment,68
653,107,1,Create Content,32
654,107,1,News,39
655,108,2,Social,98
656,108,2,News,10
657,108,2,E-commerce,14
658,108,1,Entertainment,72
659,108,1,Create Content,7
660,108,1,News,24
661,109,3,Social,91
662,109,3,News,18
663,109,5,Social,61
664,109,5,Create Content,37
665,109,5,E-commerce,15
666,109,6,Entertainment,56
667,109,6,Create Content,28
668,110,2,Social,31
669,110,2,News,22
670,110,2,E-commerce,5
671,110,4,Social,66
672,110,4,Entertainment,18
673,111,4,Social,31
674,111,4,Entertainment,54
675,111,3,Social,98
676,111,3,News,37
677,111,6,Entertainment,23
678,111,6,Create Content,24
679,112,3,Social,40
680,112,3,News,15
681,112,4,Social,91
682,112,4,Entertainment,20
683,112,6,Entertainment,26
684,112,6,Create Content,11
685,113,5,Social,97
686,113,5,Create Content,26
687,113,5,E-commerce,18
688,113,3,Social,97
689,113,3,News,37
690,113,1,Entertainment,31
691,113,1,Create Content,24
692,113,1,News,13
693,114,5,Social,47
694,114,5,Create Content,39
695,114,5,E-commerce,20
696,114,2,Social,51
697,114,2,News,49
698,114,2,E-commerce,9
699,114,3,Social,79
700,114,3,News,18
701,115,4,Social,34
702,115,4,Entertainment,21
703,115,6,Entertainment,60
704,115,6,Create Content,32
705,116,3,Social,96
706,116,3,News,36
707,116,4,Social,52
708,116,4,Entertainment,59
709,116,1,Entertainment,21
710,116,1,Create Content,37
711,116,1,News,33
712,117,6,Entertainment,44
713,117,6,Create Content,12
714,117,3,Social,70
715,117,3,News,14
716,118,6,Entertainment,49
717,118,6,Create Content,6
718,118,5,Social,95
719,118,5,Create Content,13
720,118,5,E-commerce,5
721,119,2,Social,35
722,119,2,News,39
723,119,2,E-commerce,6
724,119,1,Entertainment,68
725,119,1,Create Content,17
726,119,1,News,38
727,119,5,Social,65
728,119,5,Create Content,24
729,119,5,E-commerce,10
730,120,5,Social,95
731,120,5,Create Content,10
732,120,5,E-commerce,7
733,120,4,Social,76
734,120,4,Entertainment,24
735,120,2,Social,74
736,120,2,News,27
737,120,2,E-commerce,18
738,121,3,Social,82
739,121,3,News,23
740,121,1,Entertainment,35
741,121,1,Create Content,16
742,121,1,News,22
743,122,2,Social,32
744,122,2,News,18
745,122,2,E-commerce,24
746,122,4,Social,72
747,122,4,Entertainment,38
748,122,3,Social,72
749,122,3,News,37
750,123,5,Social,35
751,123,5,Create Content,14
752,123,5,E-commerce,12
753,123,6,Entertainment,58
754,123,6,Create Content,36
755,123,3,Social,49
756,123,3,News,28
757,124,6,Entertainment,23
758,124,6,Create Content,22
759,124,3,Social,39
760,124,3,News,49
761,124,2,Social,75
762,124,2,News,31
763,124,2,E-commerce,14
764,125,5,Social,51
765,125,5,Create Content,24
766,125,5,E-commerce,10
767,125,6,Entertainment,49
768,125,6,Create Content,34
769,125,3,Social,71
770,125,3,News,43
771,126,6,Entertainment,66
772,126,6,Create Content,21
773,126,2,Social,84
774,126,2,News,14
775,126,2,E-commerce,10
776,126,4,Social,65
777,126,4,Entertainment,17
778,127,2,Social,84
779,127,2,News,44
780,127,2,E-commerce,18
781,127,5,Social,74
782,127,5,Create Content,17
783,127,5,E-commerce,21
784,128,3,Social,35
785,128,3,News,20
786,128,5,Social,39
787,128,5,Create Content,23
788,128,5,E-commerce,18
789,129,2,Social,25
790,129,2,News,25
791,129,2,E-commerce,5
792,129,1,Entertainment,42
793,129,1,Create Content,36
794,129,1,News,44
795,129,4,Social,92
796,129,4,Entertainment,39
797,130,3,Social,66
798,130,3,News,29
799,130,5,Social,90
800,130,5,Create Content,22
801,130,5,E-commerce,16
802,130,2,Social,90
803,130,2,News,43
804,130,2,E-commerce,20
805,131,4,Social,98
806,131,4,Entertainment,57
807,131,3,Social,68
808,131,3,News,49
809,132,6,Entertainment,47
810,132,6,Create Content,13
811,132,4,Social,54
812,132,4,Entertainment,63
813,132,2,Social,83
814,132,2,News,24
815,132,2,E-commerce,17
816,133,4,Social,29
817,133,4,Entertainment,25
818,133,6,Entertainment,59
819,133,6,Create Content,19
820,134,4,Social,35
821,134,4,Entertainment,16
822,134,1,Entertainment,73
823,134,1,Create Content,24
824,134,1,News,10
825,135,2,Social,64
826,135,2,News,24
827,135,2,E-commerce,16
828,135,3,Social,95
829,135,3,News,21
830,135,1,Entertainment,25
831,135,1,Create Content,22
832,135,1,News,17
833,136,2,Social,46
834,136,2,News,45
835,136,2,E-commerce,2
836,136,1,Entertainment,40
837,136,1,Create Content,7
838,136,1,News,34
839,137,4,Social,81
840,137,4,Entertainment,18
841,137,2,Social,84
842,137,2,News,46
843,137,2,E-commerce,7
844,137,6,Entertainment,45
845,137,6,Create Content,34
846,138,1,Entertainment,19
847,138,1,Create Content,16
848,138,1,News,21
849,138,2,Social,61
850,138,2,News,16
851,138,2,E-commerce,4
852,139,4,Social,34
853,139,4,Entertainment,44
854,139,5,Social,73
855,139,5,Create Content,23
856,139,5,E-commerce,23
857,140,6,Entertainment,39
858,140,6,Create Content,23
859,140,3,Social,61
860,140,3,News,45
861,140,5,Social,71
862,140,5,Create Content,32
863,140,5,E-commerce,13
864,141,2,Social,90
865,141,2,News,33
866,141,2,E-commerce,4
867,141,3,Social,81
868,141,3,News,20
869,142,1,Entertainment,48
870,142,1,Create Content,31
871,142,1,News,18
872,142,6,Entertainment,51
873,142,6,Create Content,26
874,142,5,Social,84
875,142,5,Create Content,30
876,142,5,E-commerce,20
877,143,1,Entertainment,74
878,143,1,Create Content,22
879,143,1,News,26
880,143,4,Social,31
881,143,4,Entertainment,48
882,143,6,Entertainment,26
883,143,6,Create Content,34
884,144,6,Entertainment,33
885,144,6,Create Content,31
886,144,1,Entertainment,73
887,144,1,Create Content,28
888,144,1,News,45
889,145,3,Social,27
890,145,3,News,42
891,145,2,Social,51
892,145,2,News,11
893,145,2,E-commerce,8
894,146,2,Social,32
895,146,2,News,49
896,146,2,E-commerce,3
897,146,1,Entertainment,35
898,146,1,Create Content,32
899,146,1,News,38
900,147,4,Social,71
901,147,4,Entertainment,65
902,147,3,Social,62
903,147,3,News,11
904,148,4,Social,34
905,148,4,Entertainment,62
906,148,2,Social,89
907,148,2,News,41
908,148,2,E-commerce,12
909,148,6,Entertainment,56
910,148,6,Create Content,10
911,149,3,Social,68
912,149,3,News,17
913,149,4,Social,30
914,149,4,Entertainment,66
915,150,1,Entertainment,67
916,150,1,Create Content,7
917,150,1,News,16
918,150,4,Social,62
919,150,4,Entertainment,20
920,150,6,Entertainment,55
921,150,6,Create Content,13
922,151,5,Social,79
923,151,5,Create Content,38
924,151,5,E-commerce,2
925,151,6,Entertainment,19
926,151,6,Create Content,36
927,151,1,Entertainment,60
928,151,1,Create Content,34
929,151,1,News,44
930,152,4,Social,66
931,152,4,Entertainment,37
932,152,6,Entertainment,67
933,152,6,Create Content,7
934,153,6,Entertainment,34
935,153,6,Create Content,26
936,153,4,Social,30
937,153,4,Entertainment,36
938,153,1,Entertainment,72
939,153,1,Create Content,27
940,153,1,News,48
941,154,3,Social,44
942,154,3,News,19
943,154,5,Social,63
944,154,5,Create Content,39
945,154,5,E-commerce,24
946,154,2,Social,61
947,154,2,News,35
948,154,2,E-commerce,10
949,155,6,Entertainment,39
950,155,6,Create Content,30
951,155,2,Social,60
952,155,2,News,14
953,155,2,E-commerce,5
954,155,4,Social,34
955,155,4,Entertainment,63
956,156,5,Social,79
957,156,5,Create Content,18
958,156,5,E-commerce,4
959,156,4,Social,80
960,156,4,Entertainment,32
961,156,6,Entertainment,29
962,156,6,Create Content,31
963,157,5,Social,42
964,157,5,Create Content,9
965,157,5,E-commerce,7
966,157,1,Entertainment,47
967,157,1,Create Content,32
968,157,1,News,14
969,158,3,Social,27
970,158,3,News,17
971,158,4,Social,64
972,158,4,Entertainment,73
973,159,6,Entertainment,73
974,159,6,Create Content,39
975,159,5,Social,44
976,159,5,Create Content,30
977,159,5,E-commerce,3
978,159,2,Social,82
979,159,2,News,48
980,159,2,E-commerce,9
981,160,2,Social,40
982,160,2,News,13
983,160,2,E-commerce,13
984,160,5,Social,62
985,160,5,Create Content,25
986,160,5,E-commerce,7
987,161,6,Entertainment,60
988,161,6,Create Content,32
989,161,1,Entertainment,47
990,161,1,Create Content,28
991,161,1,News,37
992,162,3,Social,49
993,162,3,News,10
994,162,1,Entertainment,60
995,162,1,Create Content,8
996,162,1,News,15
997,163,3,Social,77
998,163,3,News,32
999,163,1,Entertainment,37
1000,163,1,Create Content,15
1001,163,1,News,38
1002,163,5,Social,76
1003,163,5,Create Content,36
1004,163,5,E-commerce,2
1005,164,3,Social,63
1006,164,3,News,42
1007,164,2,Social,85
1008,164,2,News,14
1009,164,2,E-commerce,13
1010,165,6,Entertainment,19
1011,165,6,Create Content,5
1012,165,4,Social,77
1013,165,4,Entertainment,24
1014,166,3,Social,98
1015,166,3,News,24
1016,166,2,Social,91
1017,166,2,News,17
1018,166,2,E-commerce,11
1019,167,2,Social,38
1020,167,2,News,11
1021,167,2,E-commerce,24
1022,167,4,Social,87
1023,167,4,Entertainment,56
1024,168,4,Social,40
1025,168,4,Entertainment,31
1026,168,5,Social,46
1027,168,5,Create Content,11
1028,168,5,E-commerce,16
1029,168,1,Entertainment,53
1030,168,1,Create Content,38
1031,168,1,News,41
1032,169,5,Social,80
1033,169,5,Create Content,32
1034,169,5,E-commerce,13
1035,169,2,Social,72
1036,169,2,News,18
1037,169,2,E-commerce,18
1038,169,6,Entertainment,33
1039,169,6,Create Content,39
1040,170,1,Entertainment,44
1041,170,1,Create Content,21
1042,170,1,News,31
1043,170,2,Social,51
1044,170,2,News,42
1045,170,2,E-commerce,15
1046,170,5,Social,73
1047,170,5,Create Content,37
1048,170,5,E-commerce,13
1049,171,2,Social,98
1050,171,2,News,11
1051,171,2,E-commerce,18
1052,171,4,Social,50
1053,171,4,Entertainment,67
1054,172,6,Entertainment,46
1055,172,6,Create Content,17
1056,172,4,Social,35
1057,172,4,Entertainment,47
1058,172,1,Entertainment,57
1059,172,1,Create Content,37
1060,172,1,News,33
1061,173,6,Entertainment,18
1062,173,6,Create Content,13
1063,173,3,Social,59
1064,173,3,News,13
1065,173,5,Social,76
1066,173,5,Create Content,37
1067,173,5,E-commerce,21
1068,174,3,Social,92
1069,174,3,News,32
1070,174,5,Social,61
1071,174,5,Create Content,39
1072,174,5,E-commerce,2
1073,175,1,Entertainment,39
1074,175,1,Create Content,24
1075,175,1,News,24
1076,175,3,Social,36
1077,175,3,News,13
1078,175,2,Social,50
1079,175,2,News,23
1080,175,2,E-commerce,17
1081,176,3,Social,74
1082,176,3,News,12
1083,176,6,Entertainment,46
1084,176,6,Create Content,8
1085,176,1,Entertainment,73
1086,176,1,Create Content,32
1087,176,1,News,40
1088,177,5,Social,42
1089,177,5,Create Content,25
1090,177,5,E-commerce,3
1091,177,4,Social,72
1092,177,4,Entertainment,31
1093,177,1,Entertainment,24
1094,177,1,Create Content,15
1095,177,1,News,40
1096,178,1,Entertainment,46
1097,178,1,Create Content,15
1098,178,1,News,49
1099,178,6,Entertainment,47
1100,178,6,Create Content,21
1101,179,4,Social,85
1102,179,4,Entertainment,29
1103,179,5,Social,75
1104,179,5,Create Content,35
1105,179,5,E-commerce,6
1106,180,5,Social,68
1107,180,5,Create Content,16
1108,180,5,E-commerce,20
1109,180,1,Entertainment,44
1110,180,1,Create Content,38
1111,180,1,News,31
1112,181,2,Social,37
1113,181,2,News,10
1114,181,2,E-commerce,12
1115,181,5,Social,78
1116,181,5,Create Content,6
1117,181,5,E-commerce,11
1118,181,1,Entertainment,45
1119,181,1,Create Content,17
1120,181,1,News,34
1121,182,4,Social,49
1122,182,4,Entertainment,34
1123,182,3,Social,58
1124,182,3,News,31
1125,182,2,Social,91
1126,182,2,News,47
1127,182,2,E-commerce,6
1128,183,2,Social,44
1129,183,2,News,44
