DeviceUsageID,UserID,DeviceID,LocationID,TimeSpent
219,111,3,3,1.5
220,111,1,1,3.5
221,111,5,4,2.5
222,112,2,2,2
223,112,4,4,1.2
224,112,5,1,2.5
225,113,5,2,2.5
226,113,4,1,1.2
227,114,3,3,1.5
228,114,5,2,2.5
229,115,3,4,1.5
230,115,2,3,2
231,116,4,1,1.2
232,116,5,3,2.5
233,116,1,1,3.5
234,117,1,4,3.5
235,117,4,2,1.2
236,118,3,4,1.5
237,119,5,1,2.5
238,119,2,3,2
239,119,4,2,1.2
240,120,4,3,1.2
241,120,3,2,1.5
242,121,5,4,2.5
243,122,4,4,1.2
244,123,5,1,2.5
245,124,3,2,1.5
246,125,5,3,2.5
247,125,3,4,1.5
248,126,3,4,1.5
249,126,5,4,2.5
250,126,2,3,2
251,127,5,1,2.5
252,127,1,1,3.5
253,127,3,3,1.5
254,128,5,2,2.5
255,129,5,4,2.5
256,129,2,4,2
257,129,3,2,1.5
258,130,3,2,1.5
259,130,4,1,1.2
260,131,1,4,3.5
261,132,1,2,3.5
262,132,4,2,1.2
263,132,5,1,2.5
264,133,1,2,3.5
265,133,5,1,2.5
266,133,3,4,1.5
267,134,5,1,2.5
268,134,4,1,1.2
269,134,2,1,2
270,135,3,1,1.5
271,135,5,4,2.5
272,136,3,2,1.5
273,136,1,2,3.5
274,136,2,3,2
275,137,2,1,2
276,137,5,2,2.5
277,138,3,3,1.5
278,138,4,2,1.2
279,138,1,2,3.5
280,139,5,3,2.5
281,139,2,4,2
282,140,4,1,1.2
283,141,2,4,2
284,141,4,1,1.2
285,142,4,4,1.2
286,143,5,1,2.5
287,143,1,4,3.5
288,144,5,2,2.5
289,144,1,2,3.5
290,144,4,4,1.2
291,145,4,1,1.2
292,145,5,4,2.5
293,145,2,4,2
294,146,3,3,1.5
295,146,4,3,1.2
296,147,3,4,1.5
297,148,4,1,1.2
298,148,3,1,1.5
299,148,5,2,2.5
300,149,4,1,1.2
301,150,2,2,2
302,151,4,3,1.2
303,151,3,1,1.5
304,152,3,2,1.5
305,153,5,2,2.5
306,153,1,3,3.5
307,154,4,4,1.2
308,155,1,1,3.5
309,155,3,2,1.5
310,156,1,4,3.5
311,156,3,3,1.5
312,157,4,2,1.2
313,157,2,2,2
314,157,5,3,2.5
315,158,4,1,1.2
316,159,5,1,2.5
317,159,1,3,3.5
318,160,3,2,1.5
319,160,1,1,3.5
320,161,4,1,1.2
321,161,2,1,2
322,162,5,4,2.5
323,162,1,4,3.5
324,162,3,1,1.5
325,163,5,2,2.5
326,163,2,4,2
327,163,1,3,3.5
328,164,2,1,2
329,164,5,2,2.5
330,164,4,1,1.2
331,165,4,4,1.2
332,166,1,4,3.5
333,166,2,1,2
334,166,5,3,2.5
335,167,3,4,1.5
336,168,3,2,1.5
337,168,4,3,1.2
338,168,5,1,2.5
339,169,3,2,1.5
340,170,1,4,3.5
341,171,2,3,2
342,171,5,2,2.5
343,172,2,2,2
344,172,5,2,2.5
345,173,2,3,2
346,173,5,3,2.5
347,174,1,2,3.5
348,175,5,1,2.5
349,175,1,2,3.5
350,176,1,3,3.5
351,176,2,2,2
352,177,2,2,2
353,178,1,2,3.5
354,179,3,2,1.5
355,180,2,3,2
356,180,3,2,1.5
357,180,5,3,2.5
358,181,3,2,1.5
359,182,4,3,1.2
360,182,3,2,1.5
361,182,5,4,2.5
362,183,1,3,3.5
363,183,3,3,1.5
364,183,5,1,2.5
365,184,2,2,2
366,184,4,3,1.2
367,185,3,2,1.5
368,185,5,3,2.5
369,185,2,3,2
370,186,5,2,2.5
371,187,3,1,1.5
372,187,5,4,2.5
373,187,2,1,2
374,188,1,4,3.5
375,188,2,2,2
376,189,3,4,1.5
377,189,2,4,2
378,190,5,4,2.5
379,190,4,2,1.2
380,191,1,1,3.5
381,191,2,3,2
382,191,5,1,2.5
383,192,3,4,1.5
384,192,4,1,1.2
385,192,1,4,3.5
386,193,4,3,1.2
387,194,2,4,2
388,194,3,1,1.5
389,194,4,3,1.2
390,195,2,4,2
391,195,3,1,1.5
392,195,5,1,2.5
393,196,5,2,2.5
394,196,1,1,3.5
395,196,2,4,2
396,197,3,2,1.5
397,197,2,4,2
398,197,5,4,2.5
399,198,4,3,1.2
400,199,5,1,2.5
401,199,2,3,2
402,200,1,1,3.5
403,201,4,1,1.2
404,201,5,1,2.5
405,201,2,4,2
406,202,5,2,2.5
407,203,3,4,1.5
408,203,1,3,3.5
409,203,2,1,2
410,204,4,1,1.2
411,204,1,2,3.5
412,204,3,3,1.5
413,205,4,1,1.2
414,205,1,1,3.5
415,205,5,3,2.5
416,206,3,2,1.5
417,207,1,1,3.5
418,208,4,4,1.2
419,208,5,2,2.5
420,208,2,3,2
421,209,4,2,1.2
422,209,1,1,3.5
423,210,3,3,1.5
424,210,4,4,1.2
425,211,4,3,1.2
426,211,3,3,1.5
427,211,5,2,2.5
428,212,1,4,3.5
429,213,3,3,1.5
430,213,1,2,3.5
431,213,4,3,1.2
432,214,1,3,3.5
433,214,3,4,1.5
434,215,1,2,3.5
435,215,5,3,2.5
436,215,3,4,1.5
437,216,5,4,2.5
438,216,1,3,3.5
439,217,3,4,1.5
440,217,4,3,1.2
441,218,4,3,1.2
442,218,1,1,3.5
443,218,5,1,2.5
444,219,4,4,1.2
445,219,1,1,3.5
446,220,5,3,2.5
447,220,3,1,1.5
448,221,1,4,3.5
449,222,1,2,3.5
450,222,3,2,1.5
451,222,4,1,1.2
452,223,5,3,2.5
453,223,1,3,3.5
454,224,1,4,3.5
455,224,5,1,2.5
456,224,3,2,1.5
457,225,1,4,3.5
458,225,4,1,1.2
459,225,3,3,1.5
460,226,4,1,1.2
461,226,5,3,2.5
462,226,2,4,2
463,227,4,1,1.2
464,227,3,2,1.5
465,227,1,3,3.5
466,228,1,2,3.5
467,228,2,4,2
468,229,5,4,2.5
469,229,3,4,1.5
470,229,1,4,3.5
471,230,3,3,1.5
472,230,5,1,2.5
473,231,2,1,2
474,232,4,3,1.2
475,232,2,2,2
476,232,5,1,2.5
477,233,5,4,2.5
478,233,1,3,3.5
479,234,5,1,2.5
480,234,1,2,3.5
481,234,4,3,1.2
482,235,5,4,2.5
483,235,3,1,1.5
484,236,1,3,3.5
485,236,4,3,1.2
486,237,4,1,1.2
487,238,1,4,3.5
488,238,5,2,2.5
489,239,4,3,1.2
490,239,5,3,2.5
491,240,1,2,3.5
492,241,1,2,3.5
493,241,4,3,1.2
494,242,2,3,2
495,242,4,4,1.2
496,243,4,2,1.2
497,243,5,3,2.5
498,244,2,2,2
499,244,4,4,1.2
500,244,3,1,1.5
501,245,1,2,3.5
502,246,5,2,2.5
503,247,2,1,2
504,248,1,1,3.5
505,249,2,2,2
506,249,5,4,2.5
507,249,3,3,1.5
508,250,3,1,1.5
509,251,4,2,1.2
510,252,4,2,1.2
511,253,4,3,1.2
512,253,1,2,3.5
513,254,1,2,3.5
514,254,3,2,1.5
515,255,4,2,1.2
516,255,1,4,3.5
517,255,3,3,1.5
518,256,4,3,1.2
519,256,5,4,2.5
520,256,1,4,3.5
521,257,5,1,2.5
522,258,5,1,2.5
523,258,3,2,1.5
524,258,1,1,3.5
525,259,2,4,2
526,260,3,4,1.5
527,260,1,2,3.5
528,260,5,1,2.5
529,261,1,4,3.5
530,261,4,3,1.2
531,261,3,4,1.5
532,262,2,2,2
533,263,1,1,3.5
534,264,2,2,2
535,265,4,2,1.2
536,266,2,2,2
537,267,1,3,3.5
538,267,3,3,1.5
539,267,2,4,2
540,268,4,4,1.2
541,268,2,2,2
542,269,4,3,1.2
543,269,1,1,3.5
544,270,4,3,1.2
545,271,2,2,2
546,271,3,3,1.5
547,271,5,3,2.5
548,272,4,4,1.2
549,272,2,4,2
550,272,1,3,3.5
551,273,3,2,1.5
552,274,2,4,2
553,274,1,1,3.5
554,275,3,3,1.5
555,276,3,2,1.5
556,277,5,1,2.5
557,277,2,3,2
558,278,2,2,2
559,278,5,1,2.5
560,278,1,2,3.5
561,279,2,4,2
562,280,1,4,3.5
563,280,2,1,2
564,280,4,3,1.2
565,281,2,4,2
566,281,5,1,2.5
567,281,1,2,3.5
568,282,5,1,2.5
569,282,4,2,1.2
570,282,1,4,3.5
571,283,1,1,3.5
572,283,5,3,2.5
573,283,2,4,2
574,284,5,2,2.5
575,284,1,2,3.5
576,284,4,1,1.2
577,285,1,2,3.5
578,285,5,3,2.5
579,285,2,2,2
580,286,4,2,1.2
581,286,2,2,2
582,287,3,4,1.5
583,287,4,2,1.2
584,287,5,2,2.5
585,288,4,2,1.2
586,289,5,4,2.5
587,289,1,2,3.5
588,290,4,4,1.2
589,291,2,4,2
590,292,2,4,2
591,292,3,3,1.5
592,292,5,1,2.5
593,293,3,3,1.5
594,294,3,4,1.5
595,294,1,3,3.5
596,294,5,2,2.5
597,295,4,3,1.2
598,295,2,1,2
599,295,1,4,3.5
600,296,3,2,1.5
601,297,5,4,2.5
602,298,1,3,3.5
603,298,3,1,1.5
604,298,5,3,2.5
605,299,1,4,3.5
606,299,2,3,2
607,299,4,1,1.2
608,300,5,4,2.5
609,300,2,4,2
610,301,1,4,3.5
611,302,4,3,1.2
612,302,2,1,2
613,302,5,3,2.5
614,303,1,2,3.5
615,304,2,3,2
616,305,5,3,2.5
617,305,1,3,3.5
618,305,3,3,1.5
619,306,5,1,2.5
620,307,1,3,3.5
621,308,5,3,2.5
622,309,1,1,3.5
623,310,5,2,2.5
624,310,3,4,1.5
625,310,2,1,2
626,311,2,1,2
627,311,5,3,2.5
628,312,4,4,1.2
629,312,1,1,3.5
630,313,5,2,2.5
631,313,4,2,1.2
632,314,3,4,1.5
633,315,4,4,1.2
634,315,5,2,2.5
635,316,2,4,2
636,316,5,4,2.5
637,317,3,3,1.5
638,317,1,2,3.5
639,317,4,1,1.2
640,318,4,4,1.2
641,318,1,4,3.5
642,319,2,2,2
643,319,5,2,2.5
644,319,1,3,3.5
645,320,5,4,2.5
646,320,1,3,3.5
647,320,2,4,2
648,321,4,2,1.2
649,321,2,2,2
650,322,4,2,1.2
651,322,5,2,2.5
652,323,3,1,1.5
653,323,5,1,2.5
654,324,5,1,2.5
655,325,5,2,2.5
656,325,3,2,1.5
657,325,2,2,2
658,326,1,2,3.5
659,327,3,2,1.5
660,328,4,1,1.2
661,328,1,4,3.5
662,329,2,2,2
663,329,1,2,3.5
664,329,5,1,2.5
665,330,5,1,2.5
666,330,3,2,1.5
667,330,4,1,1.2
668,331,1,2,3.5
669,331,5,4,2.5
670,331,4,1,1.2
671,332,5,1,2.5
672,333,1,3,3.5
673,333,2,3,2
674,334,3,2,1.5
675,334,2,2,2
676,334,1,3,3.5
677,335,1,3,3.5
678,335,5,4,2.5
679,335,3,3,1.5
680,336,5,3,2.5
681,337,4,3,1.2
682,338,3,1,1.5
683,338,1,1,3.5
684,338,5,2,2.5
685,339,3,2,1.5
686,340,3,1,1.5
687,341,5,2,2.5
688,341,4,3,1.2
689,341,1,2,3.5
690,342,5,1,2.5
691,343,2,3,2
692,343,3,2,1.5
693,343,4,4,1.2
694,344,4,2,1.2
695,344,1,4,3.5
696,344,5,1,2.5
697,345,4,1,1.2
698,346,1,4,3.5
699,347,5,1,2.5
700,348,2,1,2
701,348,5,2,2.5
702,348,1,2,3.5
703,349,1,3,3.5
704,349,4,2,1.2
705,350,2,1,2
706,350,5,1,2.5
707,351,3,2,1.5
708,351,4,2,1.2
709,352,1,4,3.5
710,352,5,4,2.5
711,353,3,3,1.5
712,353,4,1,1.2
713,354,2,2,2
714,354,4,1,1.2
715,354,3,1,1.5
716,355,5,2,2.5
717,356,2,4,2
718,356,1,4,3.5
719,357,2,3,2
720,357,1,2,3.5
721,358,2,4,2
722,358,3,4,1.5
723,358,4,2,1.2
724,359,2,4,2
725,359,5,1,2.5
726,360,2,3,2
727,361,4,2,1.2
728,361,1,1,3.5
729,362,4,4,1.2
730,362,2,4,2
731,362,1,2,3.5
732,363,1,1,3.5
733,363,3,1,1.5
734,364,3,1,1.5
735,364,4,4,1.2
736,364,2,4,2
737,365,5,2,2.5
738,365,1,4,3.5
739,365,2,3,2
740,366,5,4,2.5
741,366,2,3,2
742,366,3,2,1.5
743,367,3,4,1.5
744,367,2,1,2
745,367,1,2,3.5
746,368,1,2,3.5
747,369,2,2,2
748,369,1,2,3.5
749,369,5,4,2.5
750,370,4,4,1.2
751,371,5,1,2.5
752,371,3,1,1.5
753,371,2,1,2
754,372,4,1,1.2
755,373,4,2,1.2
756,373,1,1,3.5
757,373,2,1,2
758,374,4,2,1.2
759,374,3,1,1.5
760,375,5,4,2.5
761,375,4,1,1.2
762,376,4,4,1.2
763,376,5,2,2.5
764,377,1,4,3.5
765,378,5,2,2.5
766,379,1,4,3.5
767,379,4,4,1.2
768,379,3,1,1.5
769,380,2,1,2
770,380,3,1,1.5
771,380,1,3,3.5
772,381,2,2,2
773,381,5,2,2.5
774,382,5,2,2.5
775,382,3,2,1.5
776,383,4,1,1.2
777,384,2,3,2
778,384,1,3,3.5
779,384,5,4,2.5
780,385,5,1,2.5
781,385,3,1,1.5
782,386,3,2,1.5
783,386,4,1,1.2
784,386,5,1,2.5
785,387,1,3,3.5
786,388,3,4,1.5
787,388,5,3,2.5
788,388,2,4,2
789,389,4,2,1.2
790,389,5,4,2.5
791,389,2,1,2
792,390,4,2,1.2
793,391,2,1,2
794,392,4,4,1.2
795,392,3,4,1.5
796,393,1,4,3.5
797,393,2,2,2
798,393,5,4,2.5
799,394,3,4,1.5
800,395,2,3,2
801,395,4,2,1.2
802,396,3,2,1.5
803,396,4,4,1.2
804,396,5,2,2.5
805,397,5,2,2.5
806,398,1,3,3.5
807,399,2,2,2
808,400,5,1,2.5
809,400,4,3,1.2
810,401,1,4,3.5
811,401,4,1,1.2
812,401,2,1,2
813,402,3,4,1.5
814,403,4,1,1.2
815,404,5,2,2.5
816,405,5,1,2.5
817,405,2,1,2
818,406,2,2,2
819,406,3,3,1.5
820,406,1,2,3.5
821,407,3,4,1.5
822,407,4,3,1.2
823,407,1,3,3.5
824,408,4,1,1.2
825,409,3,4,1.5
826,409,5,2,2.5
827,410,1,2,3.5
828,411,4,1,1.2
829,412,4,4,1.2
830,412,5,3,2.5
831,413,2,3,2
832,414,5,2,2.5
833,415,1,4,3.5
834,415,5,3,2.5
835,416,3,2,1.5
836,417,5,2,2.5
837,418,5,2,2.5
838,418,3,1,1.5
839,418,2,1,2
840,419,4,3,1.2
841,420,3,2,1.5
842,420,2,4,2
843,420,4,2,1.2
844,421,4,2,1.2
845,421,3,3,1.5
846,422,4,3,1.2
847,422,1,4,3.5
848,422,3,4,1.5
849,423,1,4,3.5
850,424,3,4,1.5
851,424,2,1,2
852,425,2,3,2
853,425,4,3,1.2
854,425,5,4,2.5
855,426,4,1,1.2
856,426,5,3,2.5
857,427,4,1,1.2
858,428,2,1,2
859,428,3,4,1.5
860,429,2,4,2
861,430,5,2,2.5
862,430,2,3,2
863,431,4,2,1.2
864,431,2,4,2
865,432,3,1,1.5
866,433,3,1,1.5
867,434,5,1,2.5
868,434,2,1,2
869,435,1,3,3.5
870,436,4,1,1.2
871,437,2,1,2
872,438,1,2,3.5
873,438,5,4,2.5
874,439,3,2,1.5
875,439,1,3,3.5
876,439,2,2,2
877,440,5,1,2.5
878,440,1,1,3.5
879,440,3,3,1.5
880,441,5,3,2.5
881,442,2,3,2
882,443,1,1,3.5
883,444,5,3,2.5
884,445,2,3,2
885,446,2,3,2
886,446,3,4,1.5
887,446,1,3,3.5
888,447,4,2,1.2
889,447,5,4,2.5
890,447,3,3,1.5
891,448,1,4,3.5
892,448,3,4,1.5
893,449,3,4,1.5
894,449,1,3,3.5
895,449,4,3,1.2
896,450,3,1,1.5
897,451,4,2,1.2
898,452,1,1,3.5
899,452,2,2,2
900,452,4,2,1.2
901,453,3,3,1.5
902,453,4,3,1.2
903,453,1,4,3.5
904,454,1,3,3.5
905,455,5,1,2.5
906,455,4,4,1.2
907,455,1,1,3.5
908,456,2,4,2
909,457,4,3,1.2
910,458,2,3,2
911,458,4,3,1.2
912,459,2,1,2
913,459,5,3,2.5
914,460,5,2,2.5
915,460,4,3,1.2
916,460,1,4,3.5
917,461,2,3,2
918,461,4,2,1.2
919,461,5,2,2.5
920,462,4,4,1.2
921,462,3,4,1.5
922,462,5,3,2.5
923,463,4,1,1.2
924,464,1,2,3.5
925,465,4,2,1.2
926,466,2,3,2
927,466,5,2,2.5
928,466,3,3,1.5
929,467,4,1,1.2
930,467,1,4,3.5
931,468,4,3,1.2
932,469,5,1,2.5
933,469,2,2,2
934,470,2,1,2
935,471,4,3,1.2
936,471,5,1,2.5
937,471,1,1,3.5
938,472,4,2,1.2
939,472,3,4,1.5
940,472,1,3,3.5
941,473,4,4,1.2
942,474,4,2,1.2
943,474,2,1,2
944,474,3,3,1.5
945,475,2,2,2
946,475,3,1,1.5
947,476,3,1,1.5
948,476,5,3,2.5
949,476,4,1,1.2
950,477,1,2,3.5
951,477,4,1,1.2
952,477,3,3,1.5
953,478,5,1,2.5
954,478,4,1,1.2
955,478,2,4,2
956,479,3,3,1.5
957,480,1,1,3.5
958,481,4,2,1.2
959,481,3,1,1.5
960,481,2,2,2
961,482,4,1,1.2
962,482,5,2,2.5
963,483,3,4,1.5
964,484,5,1,2.5
965,484,2,4,2
966,484,1,1,3.5
967,485,1,2,3.5
968,485,5,2,2.5
969,485,4,4,1.2
970,486,3,1,1.5
971,486,4,4,1.2
972,487,4,4,1.2
973,487,2,2,2
974,488,5,2,2.5
975,489,3,3,1.5
976,489,1,4,3.5
977,489,2,2,2
978,490,2,3,2
979,490,5,4,2.5
980,491,2,3,2
981,492,5,2,2.5
982,492,1,2,3.5
983,493,1,1,3.5
984,493,4,3,1.2
985,493,5,2,2.5
986,494,2,2,2
987,494,1,2,3.5
988,494,5,4,2.5
989,495,1,1,3.5
990,496,4,2,1.2
991,496,2,2,2
992,497,3,1,1.5
993,497,5,2,2.5
994,497,1,3,3.5
995,498,4,4,1.2
996,499,2,3,2
997,499,3,3,1.5
998,499,5,1,2.5
999,500,2,2,2
1000,501,1,2,3.5
1001,501,4,2,1.2
1002,501,3,2,1.5
1003,502,2,2,2
1004,502,3,3,1.5
1005,503,1,3,3.5
1006,503,5,4,2.5
1007,503,3,3,1.5
1008,504,2,3,2
1009,505,2,1,2
1010,506,1,2,3.5
1011,506,2,3,2
1012,506,5,4,2.5
1013,507,5,1,2.5
1014,507,1,1,3.5
1015,507,4,3,1.2
1016,508,2,4,2
1017,509,3,4,1.5
1018,509,1,3,3.5
1019,510,2,3,2
1020,511,2,4,2
1021,512,2,3,2
1022,513,1,3,3.5
1023,513,3,3,1.5
1024,513,4,1,1.2
1025,514,2,2,2
1026,514,3,4,1.5
1027,514,1,3,3.5
1028,515,1,2,3.5
1029,515,2,3,2
1030,516,2,4,2
1031,516,4,3,1.2
1032,516,3,2,1.5
1033,517,4,4,1.2
1034,518,1,3,3.5
1035,518,3,2,1.5
1036,519,3,3,1.5
1037,520,2,4,2
1038,521,1,4,3.5
1039,522,3,3,1.5
1040,523,4,3,1.2
1041,523,5,1,2.5
1042,524,1,4,3.5
1043,524,2,2,2
1044,525,1,2,3.5
1045,526,2,4,2
1046,527,1,2,3.5
1047,527,3,3,1.5
1048,528,4,4,1.2
1049,528,5,3,2.5
1050,529,3,2,1.5
1051,529,5,2,2.5
1052,529,4,2,1.2
1053,530,3,1,1.5
1054,530,1,2,3.5
1055,530,4,1,1.2
1056,531,1,2,3.5
1057,531,2,1,2
1058,531,4,4,1.2
1059,532,2,4,2
1060,532,5,3,2.5
1061,532,4,3,1.2
1062,533,2,4,2
1063,533,5,1,2.5
1064,533,3,4,1.5
1065,534,3,3,1.5
1066,534,1,3,3.5
1067,535,3,4,1.5
1068,536,3,3,1.5
1069,537,2,4,2
1070,537,3,2,1.5
1071,537,5,2,2.5
1072,538,2,2,2
1073,539,4,3,1.2
1074,539,5,3,2.5
1075,539,3,1,1.5
1076,540,3,1,1.5
1077,540,5,1,2.5
1078,540,4,3,1.2
1079,541,2,2,2
1080,542,4,4,1.2
1081,542,1,1,3.5
1082,542,5,4,2.5
1083,543,3,2,1.5
1084,544,4,1,1.2
1085,544,3,3,1.5
1086,545,4,1,1.2
1087,546,3,2,1.5
1088,547,3,1,1.5
1089,547,4,4,1.2
1090,548,1,1,3.5
1091,548,4,3,1.2
1092,548,5,3,2.5
1093,549,4,1,1.2
1094,549,3,4,1.5
1095,549,5,1,2.5
1096,550,4,2,1.2
1097,550,1,4,3.5
1098,550,5,4,2.5
1099,551,3,1,1.5
1100,552,1,4,3.5
1101,552,3,3,1.5
1102,553,1,3,3.5
1103,554,1,4,3.5
1104,554,3,3,1.5
1105,555,2,1,2
1106,556,1,4,3.5
1107,557,5,3,2.5
1108,557,4,1,1.2
1109,557,3,3,1.5
1110,558,1,1,3.5
1111,559,3,1,1.5
1112,560,3,4,1.5
1113,560,4,1,1.2
1114,561,2,4,2
1115,561,1,2,3.5
1116,562,2,4,2
1117,563,4,1,1.2
1118,564,5,2,2.5
1119,564,1,4,3.5
1120,564,4,4,1.2
1121,565,3,1,1.5
1122,565,4,1,1.2
1123,565,5,3,2.5
1124,566,4,3,1.2
1125,566,3,3,1.5
1126,566,2,1,2
1127,567,2,2,2
1128,568,1,4,3.5
1129,568,5,3,2.5
1130,568,3,4,1.5
1131,569,3,1,1.5
1132,569,2,1,2
1133,569,5,1,2.5
1134,570,2,1,2
1135,570,5,2,2.5
1136,570,1,2,3.5
1137,571,4,3,1.2
1138,571,1,2,3.5
1139,571,2,4,2
1140,572,3,2,1.5
1141,573,4,4,1.2
1142,573,2,4,2
1143,574,5,3,2.5
1144,575,1,4,3.5
1145,575,3,1,1.5
1146,575,4,1,1.2
1147,576,5,1,2.5
1148,577,1,2,3.5
1149,578,3,1,1.5
1150,579,3,2,1.5
1151,580,1,1,3.5
1152,580,5,2,2.5
1153,581,1,1,3.5
1154,582,2,4,2
1155,583,5,1,2.5
1156,584,4,4,1.2
1157,585,4,2,1.2
1158,586,4,3,1.2
1159,586,1,3,3.5
1160,586,3,3,1.5
1161,587,1,3,3.5
1162,588,5,4,2.5
1163,588,1,1,3.5
1164,588,3,1,1.5
1165,589,3,2,1.5
1166,589,1,1,3.5
1167,589,4,1,1.2
1168,590,2,1,2
1169,590,3,1,1.5
1170,591,5,4,2.5
1171,591,2,1,2
1172,591,3,4,1.5
1173,592,4,1,1.2
1174,593,1,3,3.5
1175,594,4,3,1.2
1176,594,1,1,3.5
1177,595,2,3,2
1178,596,2,3,2
1179,596,3,2,1.5
1180,596,4,2,1.2
1181,597,5,1,2.5
1182,597,1,4,3.5
1183,597,3,2,1.5
